[22:07:09] DEBUG      [Core] SDL initialize
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:20] INFO       [Main] P PRESS
[22:07:21] INFO       [Main] U UP
[22:07:22] INFO       [Main] U UP
[22:07:22] INFO       [Main] U UP
[22:07:23] INFO       [Main] D DOWN
[22:07:24] INFO       [Main] D DOWN
[22:07:24] INFO       [Main] D DOWN
[22:07:25] INFO       [Main] U UP
[22:07:25] INFO       [Main] Program ended
